Column1.taxCode,Column1.description,Column1.parentTaxCode,Column1.isPhysical,Column1.isActive
PA020100,Agricultural-commercial use-Machinery and Equipment,PA020000,VERDADEIRO,VERDADEIRO
PB100000,Books / Manuals,P0000000,VERDADEIRO,VERDADEIRO
PB100100,educational,PB100000,VERDADEIRO,FALSO
PB100200,Books / Manuals-other,PB100000,VERDADEIRO,VERDADEIRO
PC020000,Child Car Seats & Restraints,P0000000,VERDADEIRO,VERDADEIRO
PC030100,Clothing And Related Products (Business-To-Business)-general,PC030000,VERDADEIRO,VERDADEIRO
PC030101,Clothing And Related Products (Business-To-Business)-Aprons - household ,PC030100,VERDADEIRO,VERDADEIRO
PC030103,Clothing And Related Products (Business-To-Business)-Athletic supporters,PC030100,VERDADEIRO,VERDADEIRO
PC030105,Clothing And Related Products (Business-To-Business)-Bandanas,PC030100,VERDADEIRO,VERDADEIRO
PC030106,Clothing And Related Products (Business-To-Business)-Bathing suits and caps,PC030100,VERDADEIRO,VERDADEIRO
PC030108,Clothing And Related Products (Business-To-Business)-Belts and suspenders,PC030100,VERDADEIRO,VERDADEIRO
PC030109,Clothing And Related Products (Business-To-Business)-Bibs,PC030100,VERDADEIRO,VERDADEIRO
PC030110,Clothing And Related Products (Business-To-Business)-Boots,PC030100,VERDADEIRO,VERDADEIRO
PC030111,Clothing And Related Products (Business-To-Business)-Coats and jackets,PC030110,VERDADEIRO,VERDADEIRO
PC030113,Clothing And Related Products (Business-To-Business)-Coveralls,PC030110,VERDADEIRO,VERDADEIRO
PC030115,Clothing And Related Products (Business-To-Business)-Dress shields,PC030110,VERDADEIRO,VERDADEIRO
PC030116,Clothing And Related Products (Business-To-Business)-Ear muffs,PC030110,VERDADEIRO,VERDADEIRO
PC030117,Clothing And Related Products (Business-To-Business)-Foot lets,PC030110,VERDADEIRO,VERDADEIRO
PC030118,Clothing And Related Products (Business-To-Business)-Formal wear (not rented),PC030110,VERDADEIRO,VERDADEIRO
PC030119,Clothing And Related Products (Business-To-Business)-Galoshes,PC030110,VERDADEIRO,VERDADEIRO
PC030120,Clothing And Related Products (Business-To-Business)-Garters and garter belts,PC030100,VERDADEIRO,VERDADEIRO
PC030121,Clothing And Related Products (Business-To-Business)-Girdles,PC030120,VERDADEIRO,VERDADEIRO
PC030122,Clothing And Related Products (Business-To-Business)-Gloves for general use - cloth,PC030120,VERDADEIRO,VERDADEIRO
PC030123,Clothing And Related Products (Business-To-Business)-Gloves for general use - leather,PC030120,VERDADEIRO,VERDADEIRO
PC030124,Clothing And Related Products (Business-To-Business)-Gloves for general use - kid,PC030120,VERDADEIRO,VERDADEIRO
PC030125,Clothing And Related Products (Business-To-Business)-Gloves for general use - sheepskin,PC030120,VERDADEIRO,VERDADEIRO
PC030126,Clothing And Related Products (Business-To-Business)-Gloves for general use - fur,PC030120,VERDADEIRO,VERDADEIRO
PC030127,Clothing And Related Products (Business-To-Business)-Gloves for general use - rubber,PC030120,VERDADEIRO,VERDADEIRO
PC030128,Clothing And Related Products (Business-To-Business)-Golf clothing,PC030120,VERDADEIRO,VERDADEIRO
PC030129,Clothing And Related Products (Business-To-Business)-Hats and caps,PC030120,VERDADEIRO,VERDADEIRO
PC030130,Clothing And Related Products (Business-To-Business)-Hosiery,PC030100,VERDADEIRO,VERDADEIRO
PC030131,Clothing And Related Products (Business-To-Business)-Insoles for shoes,PC030130,VERDADEIRO,VERDADEIRO
PC030133,Clothing And Related Products (Business-To-Business)-Leather wearing apparel,PC030130,VERDADEIRO,VERDADEIRO
PC030134,Clothing And Related Products (Business-To-Business)-Neckties,PC030130,VERDADEIRO,VERDADEIRO
PC030135,Clothing And Related Products (Business-To-Business)-Nightgowns,PC030130,VERDADEIRO,VERDADEIRO
PC030200,Clothing And Related Products (Business-To-Business)-accessories or equipment,PC030000,VERDADEIRO,VERDADEIRO
PC030201,Clothing And Related Products (Business-To-Business)-Briefcases,PC030200,VERDADEIRO,VERDADEIRO
PC030202,Clothing And Related Products (Business-To-Business)-Cosmetics,PC030200,VERDADEIRO,VERDADEIRO
PC030203,"Hair notions, including, but not limited to barrettes, hair Clothing And Related Products (Business-To-Business)-bows, and hair nets",PC030200,VERDADEIRO,VERDADEIRO
PC030204,Clothing And Related Products (Business-To-Business)-Handbags,PC030200,VERDADEIRO,VERDADEIRO
PC030205,Clothing And Related Products (Business-To-Business)-Handkerchiefs,PC030200,VERDADEIRO,VERDADEIRO
PC030206,Clothing And Related Products (Business-To-Business)-Jewelry,PC030200,VERDADEIRO,VERDADEIRO
PC030207,"Clothing And Related Products (Business-To-Business)-Sunglasses, non-prescription",PC030200,VERDADEIRO,VERDADEIRO
PC030208,Clothing And Related Products (Business-To-Business)-Umbrellas,PC030200,VERDADEIRO,VERDADEIRO
PC030209,Clothing And Related Products (Business-To-Business)-Wallets,PC030200,VERDADEIRO,VERDADEIRO
PC030210,Clothing And Related Products (Business-To-Business)-Watches,PC030200,VERDADEIRO,VERDADEIRO
PC030300,Clothing And Related Products (Business-To-Business)-protective equipment,PC030000,VERDADEIRO,VERDADEIRO
PC030301,Clothing And Related Products (Business-To-Business)-Breathing masks,PC030300,VERDADEIRO,VERDADEIRO
PC030302,Clothing And Related Products (Business-To-Business)-Clean room apparel and equipment,PC030300,VERDADEIRO,VERDADEIRO
PC030303,Clothing And Related Products (Business-To-Business)-Ear and hearing protectors,PC030300,VERDADEIRO,VERDADEIRO
PC030304,Clothing And Related Products (Business-To-Business)-Face shields,PC030300,VERDADEIRO,VERDADEIRO
PC030305,Clothing And Related Products (Business-To-Business)-Hard hats,PC030300,VERDADEIRO,VERDADEIRO
PC030306,Clothing And Related Products (Business-To-Business)-Helmets (athletic),PC030300,VERDADEIRO,VERDADEIRO
PC030307,Clothing And Related Products (Business-To-Business)-Helmets (bicycle),PC030300,VERDADEIRO,VERDADEIRO
PC030308,Clothing And Related Products (Business-To-Business)-Helmets (motorcycle),PC030300,VERDADEIRO,VERDADEIRO
PC030309,Clothing And Related Products (Business-To-Business)Helmets (other),PC030300,VERDADEIRO,VERDADEIRO
PC030310,Clothing And Related Products (Business-To-Business)-Helmets (snowmobile),PC030300,VERDADEIRO,VERDADEIRO
PC030311,Clothing And Related Products (Business-To-Business)-Paint or dust respirators,PC030310,VERDADEIRO,VERDADEIRO
PC030400,Clothing And Related Products (Business-To-Business)-Sports/recreational equipment,PC030000,VERDADEIRO,VERDADEIRO
PC030401,Clothing And Related Products (Business-To-Business)-Ballet and tap shoes,PC030400,VERDADEIRO,VERDADEIRO
PC030402,Clothing And Related Products (Business-To-Business)-Cleated or spiked athletic shoes,PC030400,VERDADEIRO,VERDADEIRO
PC030403,"Clothing And Related Products (Business-To-Business)-Gloves including baseball, bowling, boxing, hockey, golf",PC030400,VERDADEIRO,VERDADEIRO
PC030404,Clothing And Related Products (Business-To-Business)-Goggles,PC030400,VERDADEIRO,VERDADEIRO
PC030405,Clothing And Related Products (Business-To-Business)-Gym suits,PC030400,VERDADEIRO,VERDADEIRO
PC030406,Clothing And Related Products (Business-To-Business)-Hand and elbow guards,PC030400,VERDADEIRO,VERDADEIRO
PC030407,"Clothing And Related Products (Business-To-Business)-Jogging outfits, sweat suits",PC030400,VERDADEIRO,VERDADEIRO
PC030408,Clothing And Related Products (Business-To-Business)-Life preservers and vest,PC030400,VERDADEIRO,VERDADEIRO
PC030409,Clothing And Related Products (Business-To-Business)-Mouth guards,PC030400,VERDADEIRO,VERDADEIRO
PC030410,Clothing And Related Products (Business-To-Business)-Roller and ice skates,PC030400,VERDADEIRO,VERDADEIRO
PC030411,Clothing And Related Products (Business-To-Business)-Shin guards,PC030410,VERDADEIRO,VERDADEIRO
PC030412,Clothing And Related Products (Business-To-Business)-Shoulder pads,PC030410,VERDADEIRO,VERDADEIRO
PC030413,Clothing And Related Products (Business-To-Business)-Ski boots,PC030410,VERDADEIRO,VERDADEIRO
PC030500,Clothing And Related Products (Business-To-Business)-childrens only,PC030000,VERDADEIRO,VERDADEIRO
PF040100,Flags-American,PF040000,VERDADEIRO,VERDADEIRO
PF050000,Food And Food Ingredients (Non-Prepared Foods) - Sold By Qualified Food Retailer,P0000000,VERDADEIRO,FALSO
PF050100,Food And Food Ingredients-beverages (carbonated beverages),PF050000,VERDADEIRO,VERDADEIRO
PF050201,Food And Food Ingredients-beverages (non-carbonated beverages)-100% juice content,PF050200,VERDADEIRO,VERDADEIRO
PF050300,Food And Food Ingredients-candy,PF050000,VERDADEIRO,VERDADEIRO
PF050401,"Food combo pack #1 - Food 51%-74%, Hard goods 26%-49%",PF050400,VERDADEIRO,VERDADEIRO
PF050402,"Food combo pack #2 - Food 75%-89%, Hard goods 11%-25%",PF050400,VERDADEIRO,VERDADEIRO
PF050403,"Food combo pack #3 - Food 90%-99%, Hard goods 1%-10%",PF050400,VERDADEIRO,VERDADEIRO
PF050404,"Food combo pack #4- Food 51%-74%, Candy 26%-49%",PF050400,VERDADEIRO,VERDADEIRO
PF050405,"Food combo pack #5 - Food 75%-89%, Candy 11%-25%",PF050400,VERDADEIRO,VERDADEIRO
PF050406,"Food combo pack #6 - Food 90%-99%, Candy 1%-10%",PF050400,VERDADEIRO,VERDADEIRO
PF050407,"Food combo pack #7 - Food 1%-50%, Candy 50%-99%",PF050400,VERDADEIRO,VERDADEIRO
PF050408,"Food And Food Ingredients-Candy-Food combo pack #8 - Food 0%-50%, Candy 1%-89%, Hard goods 11%-49% ",PF050400,VERDADEIRO,VERDADEIRO
PF050409,"Food And Food Ingredients-Candy-Food combo pack #9 - Food 0%-50%, Candy 1%-99%, Hard goods 1%-10% ",PF050400,VERDADEIRO,VERDADEIRO
PF050410,"Food And Food Ingredients-Candy-Food combo pack #10 - Food 0%-50%, Candy 0%-50%, Hard goods 50%-100% ",PF050400,VERDADEIRO,VERDADEIRO
PF050411,"Food And Food Ingredients-Candy-Food combo pack #11 - Food 51%-74%, Candy 26%-49%, Hard goods 1%-10% ",PF050410,VERDADEIRO,VERDADEIRO
PF050700,Food And Food Ingredients-dietary supplements (supplement facts on label),PF050000,VERDADEIRO,VERDADEIRO
PF050701,Food And Food Ingredients-dietary supplements (supplement facts on label)-Amino acids,PF050700,VERDADEIRO,VERDADEIRO
PF050702,Food And Food Ingredients-dietary supplements (supplement facts on label)-Antioxidants,PF050700,VERDADEIRO,VERDADEIRO
PF050800,"Food And Food Ingredients-health food (specialty, nutritional supplement)",PF050000,VERDADEIRO,FALSO
PF050801,"Food And Food Ingredients-health food (specialty, nutritional supplement)-Acidophilus milk products",PF050800,VERDADEIRO,VERDADEIRO
PH050101,Health Care Products-Drugs for human use without a prescription,PH050100,VERDADEIRO,VERDADEIRO
PH050102,Health Care Products-Drugs for human use with a prescription,PH050100,VERDADEIRO,VERDADEIRO
PH050103,Health Care Products-Drugs for animal use without a prescription,PH050100,VERDADEIRO,VERDADEIRO
PH050104,Health Care Products-Drugs for animal use with a prescription,PH050100,VERDADEIRO,VERDADEIRO
PH050105,Health Care Products-Insulin for human use without a prescription,PH050100,VERDADEIRO,VERDADEIRO
PH050106,Health Care Products-Insulin for human use with a prescription,PH050100,VERDADEIRO,VERDADEIRO
PH050107,Health Care Products-Insulin for animal use without a prescription,PH050100,VERDADEIRO,VERDADEIRO
PH050108,Health Care Products-Insulin for animal use with a prescription,PH050100,VERDADEIRO,VERDADEIRO
PH050109,Health Care ProductsMedical oxygen for human use without a prescription,PH050100,VERDADEIRO,VERDADEIRO
PH050110,Health Care Products-Medical oxygen for human use with a prescription,PH050100,VERDADEIRO,VERDADEIRO
PH050113,Health Care Products-Over-the-counter drugs for human use without a prescription,PH050110,VERDADEIRO,VERDADEIRO
PH050114,Health Care Products-Over-the-counter drugs for human use with a prescription,PH050110,VERDADEIRO,VERDADEIRO
PH050115,Health Care Products-Over-the-counter drugs for animal use without a prescription,PH050110,VERDADEIRO,VERDADEIRO
PH050117,Health Care Products-Grooming and hygiene products for human use,PH050110,VERDADEIRO,VERDADEIRO
PH050118,Health Care Products-Grooming and hygiene products for animal use,PH050110,VERDADEIRO,VERDADEIRO
PH050301,Health Care Products-mobility enhancing equipment-without a prescription,PH050300,VERDADEIRO,VERDADEIRO
PH050302,Health Care Products-mobility enhancing equipment-with a prescription,PH050300,VERDADEIRO,VERDADEIRO
PH050400,Health Care Products-prosthetic devices,PH050000,VERDADEIRO,VERDADEIRO
PH050401,Health Care Products-prosthetic devices-without a prescription,PH050400,VERDADEIRO,VERDADEIRO
PH050402,Health Care Products-prosthetic devices-with a prescription,PH050400,VERDADEIRO,VERDADEIRO
PH050407,Health Care Products-prosthetic devices-Corrective eyeglasses without a prescription,PH050400,VERDADEIRO,VERDADEIRO
PH050408,Health Care Products-prosthetic devices-Corrective eyeglasses with a prescription,PH050400,VERDADEIRO,VERDADEIRO
PH050413,Health Care Products-prosthetic devices-Contact lenses without a prescription,PH050410,VERDADEIRO,VERDADEIRO
PH050414,Health Care Products-prosthetic devices-Contact lenses with a prescription,PH050410,VERDADEIRO,VERDADEIRO
PH050419,Health Care Products-prosthetic devices-Hearing aids without a prescription,PH050410,VERDADEIRO,VERDADEIRO
PH050420,Health Care Products-prosthetic devices-Hearing aids with a prescription,PH050400,VERDADEIRO,VERDADEIRO
PH050425,Health Care Products-prosthetic devices-Dental prosthesis without a prescription,PH050420,VERDADEIRO,VERDADEIRO
PH050426,Health Care Products-prosthetic devices-Dental prosthesis with a prescription,PH050420,VERDADEIRO,VERDADEIRO
PI040600,Infant Supplies-bibs,PI040000,VERDADEIRO,VERDADEIRO
PM030108,Magazines-non-religious content-Subscription - monthly publication,PM030100,VERDADEIRO,VERDADEIRO
PM030110,Magazines-non-religious content-Subscription - semiannual publication,PM030100,VERDADEIRO,VERDADEIRO
PS050100,School Related Products (B2B)-supplies,PS050000,VERDADEIRO,VERDADEIRO
PS050101,School Related Products (B2B)-supplies-Binders,PS050100,VERDADEIRO,VERDADEIRO
PS050102,School Related Products (B2B)-supplies-Blackboard chalk,PS050100,VERDADEIRO,VERDADEIRO
PS050103,School Related Products (B2B)-supplies-Book bags,PS050100,VERDADEIRO,VERDADEIRO
PS050104,School Related Products (B2B)-supplies-Calculators,PS050100,VERDADEIRO,VERDADEIRO
PS050105,School Related Products (B2B)-supplies-Cellophane tape,PS050100,VERDADEIRO,VERDADEIRO
PS050106,School Related Products (B2B)-supplies-Compasses,PS050100,VERDADEIRO,VERDADEIRO
PS050107,School Related Products (B2B)-supplies-Composition books,PS050100,VERDADEIRO,VERDADEIRO
PS050108,School Related Products (B2B)-supplies-Crayons,PS050100,VERDADEIRO,VERDADEIRO
PS050109,School Related Products (B2B)-supplies-Erasers,PS050100,VERDADEIRO,VERDADEIRO
PS050110,"School Related Products (B2B)-supplies-Folders - expandable, pocket, plastic and manila",PS050100,VERDADEIRO,VERDADEIRO
PS050111,"School Related Products (B2B)-supplies-Glue, paste and paste sticks",PS050110,VERDADEIRO,VERDADEIRO
PS050112,School Related Products (B2B)-supplies-Highlighters,PS050110,VERDADEIRO,VERDADEIRO
PS050113,School Related Products (B2B)-supplies-Index cards,PS050110,VERDADEIRO,VERDADEIRO
PS050114,School Related Products (B2B)-supplies-Index card boxes,PS050110,VERDADEIRO,VERDADEIRO
PS050115,School Related Products (B2B)-supplies-Legal pads,PS050110,VERDADEIRO,VERDADEIRO
PS050116,School Related Products (B2B)-supplies-Lunch boxes,PS050110,VERDADEIRO,VERDADEIRO
PS050117,School Related Products (B2B)-supplies-Markers,PS050110,VERDADEIRO,VERDADEIRO
PS050118,School Related Products (B2B)-supplies-Notebooks,PS050110,VERDADEIRO,VERDADEIRO
PS050119,School Related Products (B2B)-supplies-Paper,PS050110,VERDADEIRO,VERDADEIRO
PS050120,School Related Products (B2B)-supplies-Pencil boxes and other school supply boxes,PS050100,VERDADEIRO,VERDADEIRO
PS050121,School Related Products (B2B)-supplies-Pencil sharpeners,PS050120,VERDADEIRO,VERDADEIRO
PS050122,School Related Products (B2B)-supplies-Pencils,PS050120,VERDADEIRO,VERDADEIRO
PS050123,School Related Products (B2B)-supplies-Pens,PS050120,VERDADEIRO,VERDADEIRO
PS050124,School Related Products (B2B)-supplies-Protractors,PS050120,VERDADEIRO,VERDADEIRO
PS050125,School Related Products (B2B)-supplies-Rulers,PS050120,VERDADEIRO,VERDADEIRO
PS050126,School Related Products (B2B)-supplies-Scissors,PS050120,VERDADEIRO,VERDADEIRO
PS050127,School Related Products (B2B)-supplies-Writing tablets,PS050120,VERDADEIRO,VERDADEIRO
PS050300,School Related Products (B2B)-instructional material,PS050000,VERDADEIRO,VERDADEIRO
PS050302,School Related Products (B2B)-instructional material-Reference maps and globes,PS050300,VERDADEIRO,VERDADEIRO
PS050303,School Related Products (B2B)-instructional material-Textbooks,PS050300,VERDADEIRO,VERDADEIRO
PS050401,"School Related Products (B2B)-computer supply-Computer storage media, diskettes, compact disks",PS050400,VERDADEIRO,VERDADEIRO
PS050402,"School Related Products (B2B)-computer supply-Handheld electronic schedulers, except devices that are cellular phones",PS050400,VERDADEIRO,VERDADEIRO
PS050403,"School Related Products (B2B)-computer supply-Personal digital assistants, except devices that are cellular phones",PS050400,VERDADEIRO,VERDADEIRO
PS050404,School Related Products (B2B)-computer supply-Computer printers,PS050400,VERDADEIRO,VERDADEIRO
PS050405,"School Related Products (B2B)-computer supply-Printer supplies for computers - paper, ink etc.",PS050400,VERDADEIRO,VERDADEIRO
PT030000,Telecommunication Machinery & Equipment,P0000000,VERDADEIRO,VERDADEIRO
FR010000,Delivery By Company Vehicle,FR000000,FALSO,VERDADEIRO
FR010100,Delivery by company vehicle before passage of title,FR010000,FALSO,VERDADEIRO
FR010200,Delivery by company vehicle after passage of title,FR010000,FALSO,VERDADEIRO
FR030000,Shipping And Handling Combined,FR000000,FALSO,VERDADEIRO
DA010000,Digital goods: Advertising material (Digital Only -- No Physical Media),D0000000,FALSO,VERDADEIRO
DB010000,Digital goods: Blueprints (Digital Only -- No Physical Media),D0000000,FALSO,VERDADEIRO
DC010000,Computer Software (Business-To-Business),D0000000,VERDADEIRO,VERDADEIRO
DD020000,Digital goods: Designs / plans (Digital Only -- No Physical Media),D0000000,FALSO,VERDADEIRO
DD040000,Digital goods: Documentation (other; Digital Only -- No Physical Media),D0000000,FALSO,VERDADEIRO
DL020000,Digital goods: Legal documentation (Digital Only -- No Physical Media),D0000000,FALSO,VERDADEIRO
SA010100,Accounting-auditing,SA010000,FALSO,VERDADEIRO
SA010200,Accounting-general,SA010000,FALSO,VERDADEIRO
SA010300,Accounting-other,SA010000,FALSO,VERDADEIRO
SA010400,Accounting-tax,SA010000,FALSO,VERDADEIRO
SA090200,diagnostic evaluation,SA090000,FALSO,FALSO
SA090400,Automotive-installation associated with the sale of TPP,SA090000,FALSO,VERDADEIRO
SA090500,Automotive-installation not associated with the sale of TPP,SA090000,FALSO,VERDADEIRO
SC090200,Computer Software Maintenance (custom software)-mandatory (electronically downloaded),SC090000,FALSO,VERDADEIRO
SC120100,Computer software technical services (custom software)-optional (electronically downloaded),SC120000,FALSO,VERDADEIRO
SC120200,Computer software technical services (custom software)-mandatory (electronically downloaded),SC120000,FALSO,VERDADEIRO
SC120300,Computer software technical services (custom software)-optional (load and leave),SC120000,FALSO,VERDADEIRO
SC130200,Computer software technical services (prewritten software)-mandatory (electronically downloaded),SC130000,FALSO,VERDADEIRO
SD110100,Document-preparation,SD110000,FALSO,VERDADEIRO
SE040200,Employment-executive search and placement,SE040000,FALSO,VERDADEIRO
SH020400,Health Care-medical,SH020000,FALSO,VERDADEIRO
SI020100,Installation-associated with the sale of TPP (equipment/parts and labor) - separately stated,SI020000,FALSO,VERDADEIRO
SJ010100,Janitorial-non residential,SJ010000,FALSO,VERDADEIRO
SM050200,Massage-performed by a unlicensed massage therapist,SM050000,FALSO,VERDADEIRO
SM060400,Motorcycle / ATV-installation - associated with the sale of TPP,SM060000,FALSO,VERDADEIRO
SM060700,Motorcycle / ATV-repair,SM060000,FALSO,VERDADEIRO
SR060100,Repair (other)-performed on TPP (equipment/parts and labor) - separately stated,SR060000,FALSO,VERDADEIRO
SR060200,Repair (other)-performed on TPP (labor only),SR060000,FALSO,VERDADEIRO
SS040200,Security-body guard,SS040000,FALSO,VERDADEIRO
SS040300,Security Services-Electronic Monitoring,SS040000,FALSO,VERDADEIRO
SS040500,Security-private investigations,SS040000,FALSO,VERDADEIRO
SA010000,Accounting,S0000000,FALSO,VERDADEIRO
SA070000,Architectural,S0000000,FALSO,VERDADEIRO
SA080000,Athletic/Health Club,S0000000,FALSO,VERDADEIRO
SB010000,Bank and Financial Institution,S0000000,FALSO,VERDADEIRO
SB030000,Barber (Haircutting),S0000000,FALSO,VERDADEIRO
SC010000,Cable,S0000000,FALSO,VERDADEIRO
SD050000,Delivery / Courier (not associated with the sale of TPP),S0000000,FALSO,VERDADEIRO
SD140000,"Dry Cleaning, Pressing, Drying or Laundering",SD100000,FALSO,VERDADEIRO
SE020000,Educational,S0000000,FALSO,VERDADEIRO
SE090000,Extermination,S0000000,FALSO,VERDADEIRO
SG030000,Gift-Wrapping,S0000000,FALSO,VERDADEIRO
SI060000,Internet Access,S0000000,FALSO,VERDADEIRO
SJ010000,Janitorial,S0000000,FALSO,VERDADEIRO
SP010000,Parking,S0000000,FALSO,VERDADEIRO
SS020000,Satellite,S0000000,FALSO,VERDADEIRO
S0000000,Services ,,FALSO,VERDADEIRO
OT010100,Travel costs (reimbursed)-associated with installation of prewritten software,OT010000,FALSO,VERDADEIRO
S0000001,Services (required to complete a sale other than delivery & installation),S0000000,FALSO,VERDADEIRO
PC040100,Clothing And Related Products (Business-To-Customer)-general,PC040000,VERDADEIRO,VERDADEIRO
PC040200,Clothing And Related Products (Business-To-Customer)-accessories or equipment,PC040000,VERDADEIRO,VERDADEIRO
PC040300,Clothing And Related Products (Business-To-Customer)-Protective equipment,PC040000,VERDADEIRO,VERDADEIRO
PC040400,Clothing And Related Products (Business-To-Customer)-Sports/recreational equipment,PC040000,VERDADEIRO,VERDADEIRO
O0000000,Other,,FALSO,VERDADEIRO
PC030156,Clothing And Related Products (Business-To-Business)-Work clothes (other),PC030150,VERDADEIRO,VERDADEIRO
OA020000,Admissions,O0000000,FALSO,VERDADEIRO
OA020100,Admissions-Amusement parks,OA020000,FALSO,VERDADEIRO
OA020200,Admissions-Concerts,OA020000,FALSO,VERDADEIRO
OA020300,Admissions-Other (includes entertainment or amusement),OA020000,FALSO,VERDADEIRO
OA020400,Admissions-Sporting events,OA020000,FALSO,VERDADEIRO
OD010000,Discounts,O0000000,FALSO,VERDADEIRO
OD020200,not-associated with the right to purchase TPP (organization type memberships),OD020000,FALSO,FALSO
OE010207,outboard motors,OE010200,FALSO,FALSO
OH010000,Handling Only Charges (Separately Identified From Shipping),O0000000,FALSO,VERDADEIRO
OR022300,Rental/Lease Related Charges (Tangible Personal Property -- Does not include Motor Vehicles)-Royalty fee,OR022000,FALSO,FALSO
O9999999,Temporary Unmapped Other SKU - taxable default,O0000000,FALSO,VERDADEIRO
SA030200,Advertising-public relations,SA030000,FALSO,VERDADEIRO
SA030300,Advertising-market research and polling,SA030000,FALSO,VERDADEIRO
SC070101,Computer Software Implementation - Associated With the Sale of Software-prewritten software-electronically downloaded,SC070100,FALSO,VERDADEIRO
SC070102,Computer Software Implementation - Associated With the Sale of Software-prewritten software-load and leave,SC070100,FALSO,VERDADEIRO
SC070103,Computer Software Implementation - Associated With the Sale of Software-prewritten software-physical media,SC070100,FALSO,VERDADEIRO
SC070201,Computer Software Implementation - Associated With the Sale of Software-custom software-electronically downloaded,SC070200,FALSO,VERDADEIRO
SC070202,Computer Software Implementation - Associated With the Sale of Software-custom software-load and leave,SC070200,FALSO,VERDADEIRO
SC070203,Computer Software Implementation - Associated With the Sale of Software-custom software-physical media,SC070200,FALSO,VERDADEIRO
SC070302,Computer Software Implementation-Training Only-prewritten software (load and leave),SC070300,FALSO,VERDADEIRO
SC070303,Computer Software Implementation-Training Only-prewritten software (physical media),SC070300,FALSO,VERDADEIRO
SC070304,Computer Software Implementation-Training Only-custom software (electronically downloaded),SC070300,FALSO,VERDADEIRO
SC070305,Computer Software Implementation-Training Only-custom software (load and leave),SC070300,FALSO,VERDADEIRO
SC070306,Computer Software Implementation-Training Only-custom software (physical media),SC070300,FALSO,VERDADEIRO
SC080201,Computer Software Implementation - Not Associated With the Sale of Software-custom software-electronically downloaded,SC080200,FALSO,VERDADEIRO
SC080202,Computer Software Implementation - Not Associated With the Sale of Software-custom software-load and leave,SC080200,FALSO,VERDADEIRO
SC080203,Computer Software Implementation - Not Associated With the Sale of Software-custom software-physical media,SC080200,FALSO,VERDADEIRO
SC080301,Computer Software Implementation - Not Associated With the Sale of Software-Training Only-prewritten software (electronically),SC080300,FALSO,VERDADEIRO
SC080302,Computer Software Implementation - Not Associated With the Sale of Software-Training Only-prewritten software (load and leave),SC080300,FALSO,VERDADEIRO
SC080303,Computer Software Implementation - Not Associated With the Sale of Software-Training Only-prewritten software (physical media),SC080300,FALSO,VERDADEIRO
SC080304,Computer Software Implementation - Not Associated With the Sale of Software-Training Only-custom software (electronically downloaded),SC080300,FALSO,VERDADEIRO
SC080305,Computer Software Implementation - Not Associated With the Sale of Software-Training Only-custom software (load and leave),SC080300,FALSO,VERDADEIRO
SC080306,Computer Software Implementation - Not Associated With the Sale of Software-Training Only-custom software (physical media),SC080300,FALSO,VERDADEIRO
SC090101,Computer Software Maintenance (custom software)-optional (electronically downloaded)-services only (remote support),SC090100,FALSO,VERDADEIRO
SC090102,"Computer Software Maintenance (custom software)-optional (electronically downloaded)-downloaded updates, etc. & services",SC090100,FALSO,VERDADEIRO
SC090201,Computer Software Maintenance (custom software)-mandatory (electronically downloaded)-services only (remote support),SC090200,FALSO,VERDADEIRO
SC090202,"Computer Software Maintenance (custom software)-mandatory (electronically downloaded)-downloaded updates, etc. & services",SC090200,FALSO,VERDADEIRO
SC090301,Computer Software Maintenance (custom software)-optional (load and leave)-services only (remote support),SC090300,FALSO,VERDADEIRO
SC090302,"Computer Software Maintenance (custom software)-optional (load and leave)-load and leave updates, etc. & services",SC090300,FALSO,VERDADEIRO
SC090400,Computer Software Maintenance (custom software)-mandatory (load and leave),SC090000,FALSO,VERDADEIRO
SC090401,Computer Software Maintenance (custom software)-mandatory (load and leave)-services only (remote support),SC090400,FALSO,VERDADEIRO
SC090402,"Computer Software Maintenance (custom software)-mandatory (load and leave)-load and leave updates, etc. & services",SC090400,FALSO,VERDADEIRO
SC090501,Computer Software Maintenance (custom software)-optional (physical media)-services only (remote support),SC090500,FALSO,VERDADEIRO
SC090601,Computer Software Maintenance (custom software)-mandatory (physical media)-services only (remote support),SC090600,FALSO,VERDADEIRO
SC100101,Computer Software Maintenance (prewritten software)-optional (electronically downloaded)-services only (remote support),SC100100,FALSO,VERDADEIRO
SC100102,"Computer Software Maintenance (prewritten software)-optional (electronically downloaded)-downloaded updates, etc. & services",SC100100,FALSO,VERDADEIRO
SC100201,Computer Software Maintenance (prewritten software)-mandatory (electronically downloaded)-services only (remote support),SC100200,FALSO,VERDADEIRO
SC100202,"Computer Software Maintenance (prewritten software)-mandatory (electronically downloaded)-downloaded updates, etc. & services",SC100200,FALSO,VERDADEIRO
SC100301,Computer Software Maintenance (prewritten software)-optional (load and leave)-services only (remote support),SC100300,FALSO,VERDADEIRO
SC100302,"Computer Software Maintenance (prewritten software)-optional (load and leave)-load and leave updates, etc. & services",SC100300,FALSO,VERDADEIRO
SC100400,Computer Software Maintenance (prewritten software)-mandatory (load and leave),SC100000,FALSO,VERDADEIRO
SC100401,Computer Software Maintenance (prewritten software)-mandatory (load and leave)-services only (remote support),SC100400,FALSO,VERDADEIRO
