Column1.taxCode,Column1.description,Column1.parentTaxCode,Column1.isPhysical,Column1.isActive
PF110801,Prepared Foods: Restaurant - tables and chairs not available for eating-Beverages in non-sealed containers,PF110800,VERDADEIRO,FALSO
PF110802,Prepared Foods: Restaurant - tables and chairs not available for eating-Cold prepared food,PF110800,VERDADEIRO,FALSO
PF110804,Prepared Foods: Restaurant - tables and chairs not available for eating-Hot (or heated state) prepared food,PF110800,VERDADEIRO,FALSO
PF160015,Prepared Food / Salad Bars / Intended for Immediate Consumption,PF160000,VERDADEIRO,VERDADEIRO
PF160020,Prepared Food / Cooked Meats / Seller Prepared / Sold Cold / Packaged,PF160000,VERDADEIRO,VERDADEIRO
PF160048,Prepared Food / Salad Meal Kit / Seller Prepared / NOT Sold by Weight or Volume / Packaged,PF160000,VERDADEIRO,VERDADEIRO
PF160049,Food / Salad Meal Kit / Third-Party Prepared / Prepackaged,PF160000,VERDADEIRO,VERDADEIRO
PF160030,"Prepared Food / Ice Cream, Milkshakes, Smoothies, Slushies and Ice Cream Novelties, Seller Prepared / Intended for Immediate Consumption",PF160000,VERDADEIRO,VERDADEIRO
PF050078,Take-aways - Cold (Flour- or Egg-Based Bakery Items),PF160000,VERDADEIRO,FALSO
PF160050,Food / Deli Salads / Third-Party Prepared / Hand Dipped or Scooped and Repackaged / Sold by Weight or Volume / Packaged,PF160000,VERDADEIRO,VERDADEIRO
PF120012,"Bakery items sold without eating utensils provided by the seller, including bread, rolls, buns, biscuits, bagels, croissants, pastries, donuts, Danish, cakes, tortes, pies, tarts, muffins, bars, cookies, tortillas",PF120000,VERDADEIRO,FALSO
PF160051,Prepared Food / Fresh Fruit Salad / Fruit Only / Seller Prepared / Sold by Weight or Volume / Packaged,PF160000,VERDADEIRO,VERDADEIRO
PF160053,Prepared Food / Salads / Individual or Large-Sized / Seller Prepared / Packaged,PF160000,VERDADEIRO,VERDADEIRO
PF160055,Prepared Food / Appetizers or Sides / Seller Prepared / Sold Cold / Packaged,PF160000,VERDADEIRO,VERDADEIRO
PF160059,Prepared Food / Take and Bake Pizza / Seller Prepared / Sold Cold / Uncooked / Packaged,PF160000,VERDADEIRO,VERDADEIRO
PF160057,"Food / Seller Prepared Entrees / Previously heated, Cooked or Baked By the Seller, but sold cold / SOLD BY WEIGHT OR VOLUME",PF160000,VERDADEIRO,FALSO
PF110000,Prepared Foods - With Eating Utensils Provided By The Seller,PF100000,VERDADEIRO,FALSO
PF110302,Prepared Foods: Deli - tables and chairs available for eating-Cold prepared food,PF110300,VERDADEIRO,FALSO
PF110305,Prepared Foods: Deli - tables and chairs available for eating-Two or more food ingredients combined by the seller,PF110300,VERDADEIRO,FALSO
PF110402,Prepared Foods: Deli - tables and chairs are not available for eating-Cold prepared food,PF110400,VERDADEIRO,FALSO
PF110405,Prepared Foods: Deli - tables and chairs are not available for eating-Two or more food ingredients combined by the seller,PF110400,VERDADEIRO,FALSO
PF110705,Prepared Foods: Restaurant - tables and chairs available for eating-Two or more food ingredients combined by the seller,PF110700,VERDADEIRO,FALSO
PF110805,Prepared Foods: Restaurant - tables and chairs not available for eating-Two or more food ingredients combined by the seller,PF110800,VERDADEIRO,FALSO
PF160043,Hot Sandwiches Prepared by the Seller,PF160000,VERDADEIRO,FALSO
PF160019,Seller-Prepared Salads,PF160000,VERDADEIRO,FALSO
PF050076,Take-aways - Hot,PF160000,VERDADEIRO,FALSO
PF050079,"Take-aways - Cold (Sweets, Confectionery, Savory Snack Products)",PF160000,VERDADEIRO,FALSO
SW040400,Watercraft / Installation / Associated with the sale of TPP,SW040000,FALSO,VERDADEIRO
SW117218,Warehouse storage / Storage of refrigerated goods,SW110000,FALSO,VERDADEIRO
PH404187,Medical supplies / General / Disposable items / Patches and pads,0810,VERDADEIRO,VERDADEIRO
PH402994,Bed accessories / Sold to medical facility,0110,VERDADEIRO,VERDADEIRO
PF199608,Propane Tank / Exchange / Returning Empty Tank and Receiving New Tank Filled with Propane,PF190200,VERDADEIRO,VERDADEIRO
PF190212,Propane Tank / No Exchange / New Tank Filled with Propane,PF190200,VERDADEIRO,VERDADEIRO
SD086571,Graphics Production - various mediums; banners or signs,S0000000,VERDADEIRO,VERDADEIRO
SA070200,Architectural service / Includes designs and plans,SA070000,FALSO,VERDADEIRO
OD010501,Automobile sales and lease / Manufacturer rebate / Rebate sent directly to purchaser,O0000000,FALSO,VERDADEIRO
PR010430,Automobile sales and lease / Dealer service loaners / Long-term lease,P0000000,VERDADEIRO,VERDADEIRO
PR010441,Automobile sales and lease / Early termination charge / Long-term lease,P0000000,VERDADEIRO,VERDADEIRO
SA090806,"Automobile sales and lease / Optional fees / Long-term lease / Vehicle tire, wheel, and cosmetic coverage",S0000000,FALSO,VERDADEIRO
PA300800,Automobile sales and lease / Automobile sales,P0000000,VERDADEIRO,VERDADEIRO
PR010435,Automobile sales and lease / Optional fees / Long-term lease / Vehicle anti-theft system,P0000000,VERDADEIRO,VERDADEIRO
PR010444,Automobile sales and lease / Mandatory fees / Long-term lease,P0000000,VERDADEIRO,VERDADEIRO
SA090803,Automobile sales and lease / Optional fees / Long-term lease / Vehicle pinstriping,S0000000,FALSO,VERDADEIRO
SW040500,Watercraft / Installation / Not associated with the sale of TPP,SW040000,FALSO,VERDADEIRO
SW040000,"Watercraft / Repair, installation, or other services",S0000000,FALSO,VERDADEIRO
SW040700,Watercraft / Repair,SW040000,FALSO,VERDADEIRO
SD020901,Data processing - physical output,SD020900,VERDADEIRO,VERDADEIRO
PH403002,Bed and spare parts / Sold to medical facility,0110,VERDADEIRO,VERDADEIRO
PF050032,Vitamins and supplements / Sold on prescription,PF050700,VERDADEIRO,VERDADEIRO
ST087634,Online Training,ST080000,FALSO,VERDADEIRO
PH400656,Medicinal remedies / No active ingredient or drug,0390,VERDADEIRO,VERDADEIRO
PH050860,Medicine / Over-the-counter / Homeopathic / Active ingredient NOT a drug,PH050700,VERDADEIRO,VERDADEIRO
PF190210,Heating Fuel / Commercial use,PF190200,VERDADEIRO,VERDADEIRO
PF190211,Heating Fuel / Residential use,PF190200,VERDADEIRO,VERDADEIRO
PH403669,"Breast pump, not for home use, with a prescription paid by Medicare",0760,VERDADEIRO,VERDADEIRO
OF200100,Automobile sales and lease / Optional fees / Long-term lease / Vehicle guaranteed asset protection (GAP) insurance,O0000000,FALSO,VERDADEIRO
PR010420,Automobile sales and lease / Lease payment / Long-term lease,P0000000,VERDADEIRO,VERDADEIRO
PR010432,Automobile sales and lease / Corporate lease / Pool vehicle,P0000000,VERDADEIRO,VERDADEIRO
PR010436,Automobile sales and lease / Optional fees / Long-term lease / Vehicle theft recovery system,P0000000,VERDADEIRO,VERDADEIRO
PR010443,Automobile sales and lease / Last lease payment / Long-term lease,P0000000,VERDADEIRO,VERDADEIRO
PR010445,Automobile sales and lease / Mileage charges / Long-term lease,P0000000,VERDADEIRO,VERDADEIRO
SA090802,Automobile sales and lease / Optional fees / Long-term lease / Vehicle lease end protection,S0000000,FALSO,VERDADEIRO
SA090804,Automobile sales and lease / Optional fees / Long-term lease / Vehicle service protection plan,S0000000,FALSO,VERDADEIRO
SA090808,Automobile sales and lease / Optional fees / Long-term lease / Vehicle window tinting,S0000000,FALSO,VERDADEIRO
SA090810,Automobile sales and lease / Optional fees / Long-term lease / Vehicle certified pre-owned service protection,P0000000,FALSO,VERDADEIRO
OD010500,Automobile sales and lease / Manufacturer rebate / Rebate assigned to dealer or seller,O0000000,FALSO,VERDADEIRO
PR010410,Automobile sales and lease / Down payment / Long-term lease,P0000000,VERDADEIRO,VERDADEIRO
PR010431,Automobile sales and lease / Corporate lease / Assigned vehicle,P0000000,VERDADEIRO,VERDADEIRO
PR010440,Automobile sales and lease / Early purchase buyout / Long-term lease,P0000000,VERDADEIRO,VERDADEIRO
PR010442,Automobile sales and lease / Excess wear and tear / Long-term lease,P0000000,VERDADEIRO,VERDADEIRO
PR010446,Automobile sales and lease / Optional fees / Long-term lease,P0000000,VERDADEIRO,VERDADEIRO
SA090801,Automobile sales and lease / Optional fees / Long-term lease / Vehicle term protection,S0000000,FALSO,VERDADEIRO
SA090805,Automobile sales and lease / Optional fees / Long-term lease / Vehicle dent protection plan,S0000000,FALSO,VERDADEIRO
SA090807,Automobile sales and lease / Optional fees / Long-term lease / Vehicle VIN etching,S0000000,FALSO,VERDADEIRO
PF190216,Heating Fuel / Propane / Commercial use,P0000000,VERDADEIRO,VERDADEIRO
PF190217,Heating Fuel / Propane / Residential use,P0000000,VERDADEIRO,VERDADEIRO
SD020100,Data / Access fees / Individual use,SD020000,FALSO,VERDADEIRO
SP102800,Screen Printing / Performed on Articles of Clothing,SP100000,FALSO,VERDADEIRO
SW050300,Website / Domain registration / Individual use,SW050000,FALSO,VERDADEIRO
PH403691,Hearing aid accessories,0760,VERDADEIRO,VERDADEIRO
SB156266,Building inspection services,S0000000,FALSO,VERDADEIRO
PP208778,Postage Stamps,P0000000,VERDADEIRO,VERDADEIRO
PP140037,Ring Tone Cards,PP140000,VERDADEIRO,VERDADEIRO
SG016250,Site Cleanup / Waste Removal,SG010000,FALSO,VERDADEIRO
PR058882,Rentals / Leases - Commercial Real Property,PR050000,VERDADEIRO,VERDADEIRO
SG017226,Waste Removal,SG010000,FALSO,VERDADEIRO
SI010002,Information services / Canned data / Delivered electronically / Individual use,S0000000,FALSO,VERDADEIRO
SI010003,Information services / Custom data / Delivered in tangible form,S0000000,VERDADEIRO,VERDADEIRO
SI010004,Information services / Custom data / Delivered electronically,S0000000,FALSO,VERDADEIRO
OA020600,Admissions / Green fees / Municipally owned golf course,OA020000,FALSO,VERDADEIRO
OA020700,Admissions / Green fees / Privately owned golf course,OA020000,FALSO,VERDADEIRO
PP052102,Pet / Medical Supplies Used During Surgery,PP052100,VERDADEIRO,VERDADEIRO
PP052110,"Pet / Syringes / Used by a Veterinary Hospital, Clinic or Office",PP052100,VERDADEIRO,VERDADEIRO
PP052103,Pet / Disposable / One-Time Use Medical Supplies,PP052100,VERDADEIRO,VERDADEIRO
PP052201,Pet / Skin Graft Products,PP052200,VERDADEIRO,VERDADEIRO
PP052251,Pet / Splints,PP052250,VERDADEIRO,VERDADEIRO
PP052104,Pet / Sharps Disposal Container / Not For Home Use,PP052100,VERDADEIRO,VERDADEIRO
PP052152,Pet / Blood Products / Includes Plasma,PP052150,VERDADEIRO,VERDADEIRO
PP052202,Pet / Bone Graft Products,PP052200,VERDADEIRO,VERDADEIRO
PP052113,Pet / Cast Materials,PP052100,VERDADEIRO,VERDADEIRO
PP052153,Pet / Blood Administration Kits / Not for Home Use,PP052150,VERDADEIRO,VERDADEIRO
PP052203,"Pet / Implantable Hardware / Includes Screws, Plates, Contact Lenses",PP052200,VERDADEIRO,VERDADEIRO
SD020101,Data / Access fees / Business use,SD020000,FALSO,VERDADEIRO
SI010005,Information services / Canned data / Delivered electronically / Business use,S0000000,FALSO,VERDADEIRO
SW050301,Website / Domain registration / Business use,SW050000,FALSO,VERDADEIRO
PH101170,Portable power banks,P0000000,VERDADEIRO,VERDADEIRO
PP051150,Pet Supplies - Non-commercial - Portable Kennels,PP050100,VERDADEIRO,VERDADEIRO
PP051151,Pet Supplies - Non-commercial - Dry Pet Food - 15lbs or less,PP050100,VERDADEIRO,VERDADEIRO
PP051152,Pet Supplies - Non-commercial - Wet Pet Food - Cans or Pouches,PP050100,VERDADEIRO,VERDADEIRO
PP051153,"Pet Supplies - Non-commercial - Leashes, Collars, and Muzzles",PP050100,VERDADEIRO,VERDADEIRO
PP051154,Pet Supplies - Non-commercial - Collapsible or Travel-Sized Food/Water Bowls,PP050100,VERDADEIRO,VERDADEIRO
PP051155,Pet Supplies - Non-commercial - Cat Litter - 25lbs or less,PP050100,VERDADEIRO,VERDADEIRO
PP051156,Pet Supplies - Non-commercial - Cat Litter Pans,PP050100,VERDADEIRO,VERDADEIRO
PP051157,Pet Supplies - Non-commercial - Pet Waste Disposal Bags,PP050100,VERDADEIRO,VERDADEIRO
PP051158,Pet Supplies - Non-commercial - Pet Pads,PP050100,VERDADEIRO,VERDADEIRO
PP051159,Pet Supplies - Non-commercial - Hamster or Rabbit Substrate,PP050100,VERDADEIRO,VERDADEIRO
PP051160,Pet Supplies - Non-commercial - Pet Beds,PP050100,VERDADEIRO,VERDADEIRO
PH050152,Drugs / For Human Use / Sold to Hospital,PH050100,VERDADEIRO,VERDADEIRO
PH050153,Drugs / For Human Use / Sold to Medical Facility,PH050100,VERDADEIRO,VERDADEIRO
PH403898,Thermometer / Reusable / Home Use,0670,VERDADEIRO,VERDADEIRO
PH403906,Thermometer probe / sheath,0670,VERDADEIRO,VERDADEIRO
SW077250,Window Cleaning Services / Residential,P0000000,FALSO,VERDADEIRO
PH400652,Contact Lens Cleaner,0390,VERDADEIRO,VERDADEIRO
PC031042,Bowling Shoes / Business-to-Business,PC030400,VERDADEIRO,VERDADEIRO
PC041042,Bowling Shoes / Business-to-Consumer,PC040400,VERDADEIRO,VERDADEIRO
PH400957,Hair Care / Lice Treatment / Over-the-Counter,1140,VERDADEIRO,VERDADEIRO
PB100819,Books / Coupon or Discount Book,PB100000,VERDADEIRO,VERDADEIRO
PH400044,Thermometer / Disposable / Home Use,0760,VERDADEIRO,VERDADEIRO
PD010000,Materials Used in Direct Mail Services,P0000000,VERDADEIRO,VERDADEIRO
PP052107,Pet / Eye drops / Sold on prescription,PP052100,VERDADEIRO,VERDADEIRO
PC030317,Clothing and related products (Business to Business) – Protective coveralls,PC030000,VERDADEIRO,VERDADEIRO
PC040317,Clothing and related products (Business to Consumer) – Protective coveralls,PC040000,VERDADEIRO,VERDADEIRO
PH101180,Emergency equipment – Solar powered,PH100000,VERDADEIRO,VERDADEIRO
PH101210,Emergency candles,PH100000,VERDADEIRO,VERDADEIRO
PO200130,Outdoor gear and supplies / Residential pool supplies and replacement parts,P0000000,VERDADEIRO,VERDADEIRO
PS050305,"School Related Products (B2B) – Learning aids to include books, cards, puzzles, games, and toys to assist in reading, math, and other skills",PS050000,VERDADEIRO,VERDADEIRO
PT118801,Power tools,PT118906,VERDADEIRO,VERDADEIRO
PT118804,Duffle bags and tote bags designed for carrying tools,PT118906,VERDADEIRO,VERDADEIRO
PT118807,Electrical voltage and testing equipment,PT118906,VERDADEIRO,VERDADEIRO
PT118810,Plumbing inspection equipment,PT118906,VERDADEIRO,VERDADEIRO
PB100210,Code books and textbooks for the construction industry,PB100000,VERDADEIRO,VERDADEIRO
PE070229,Energy Efficient Equipment - Non-Commercial (residential) – Water Heaters,PE070000,VERDADEIRO,VERDADEIRO
PH050734,Health Care Products / COVID-19 Test Kit / No Rx Required / No Rx,P0000000,VERDADEIRO,VERDADEIRO
PH101190,Emergency or rescue stairs,PH100000,VERDADEIRO,VERDADEIRO
PH101220,Matches,PH100000,VERDADEIRO,VERDADEIRO
PO200131,Outdoor gear and supplies / Residential pool and spa chemicals purchased by individuals,P0000000,VERDADEIRO,VERDADEIRO
PS060305,"School Related Products (B2C) – Learning aids to include books, cards, puzzles, games, and toys to assist in reading, math, and other skills",PS060000,VERDADEIRO,VERDADEIRO
PT118802,Battery packs for power tools,PT118906,VERDADEIRO,VERDADEIRO
PT118805,Shop lights,PT118906,VERDADEIRO,VERDADEIRO
PT118808,Drain opening tools,PT118906,VERDADEIRO,VERDADEIRO
PT118811,Toolboxes designed for vehicle installation,PT118906,VERDADEIRO,VERDADEIRO
PH101111,Power Generator – Parts and products for repair and maintenance of portable generators,PH100000,VERDADEIRO,VERDADEIRO
PH101200,Fans – Battery or alternatively powered,PH100000,VERDADEIRO,VERDADEIRO
PH101300,"Doors, garage doors, and windows labeled impact-resistant or has impact-resistant rating",PH100000,VERDADEIRO,VERDADEIRO
PT118800,Hand tools,PT118906,VERDADEIRO,VERDADEIRO
PT118803,Toolboxes,PT118906,VERDADEIRO,VERDADEIRO
PT118806,LED flashlights,PT118906,VERDADEIRO,VERDADEIRO
PT118809,Pipe cutting tools – handheld,PT118906,VERDADEIRO,VERDADEIRO
PO200100,Outdoor gear and supplies / Inflatable water tubes and floats capable of being towed,P0000000,VERDADEIRO,VERDADEIRO
PO200132,"Outdoor gear and supplies / Inflatable tubes, floats, chairs and pool toys",P0000000,VERDADEIRO,VERDADEIRO
SE050400,Engineering services / Other,SE050000,FALSO,VERDADEIRO
SA035898,Advertising Media / Inserts Distributed via Newspaper Insert,SA030000,VERDADEIRO,VERDADEIRO
PH404226,Contraceptive devices / Sold to medical facility,0810,VERDADEIRO,VERDADEIRO
SC156210,Excavation & Grading Services / Commercial Real Property / Capital Improvement,SC150000,FALSO,VERDADEIRO
SW050401,Website / Hosting / Individual use / NOTE: Use of this code will return the rate for the Chicago Personal Property Lease Transaction Tax,SW050000,FALSO,VERDADEIRO
SW056001,Cloud Services / Platform as a Service (PaaS) / Individual use / NOTE: Use of this code will return the rate for the Chicago Personal Property Lease Transaction Tax,SW056000,FALSO,VERDADEIRO
SW053005,Cloud Services / Software as a Service (SaaS) / License Agreement / Business use / NOTE: Use of this code will return the rate for the Chicago Personal Property Lease Transaction Tax,SW053003,FALSO,VERDADEIRO
SW054005,Cloud Services / Software as a Service (SaaS) / Service Agreement / Business use / NOTE: Use of this code will return the rate for the Chicago Personal Property Lease Transaction Tax,SW054003,FALSO,VERDADEIRO
SW054105,Cloud Services / Software as a Service (SaaS) / Service Agreement / Database Products / Business use / NOTE: Use of this code will return the rate for the Chicago Personal Property Lease Transaction Tax,SW054103,FALSO,VERDADEIRO
SW090001,Word Processing / Business use,S0000000,FALSO,VERDADEIRO
SD021101,Data Services / Storage and retrieval / Business use,SD021000,FALSO,VERDADEIRO
ST040101,Technical Support Services / Phone support services / Business use,ST040000,FALSO,VERDADEIRO
PF160067,Prepared Food / Salads / Multiple-Serving / Seller Prepared / Packaged,PF160000,VERDADEIRO,VERDADEIRO
PF160061,Prepared Food / Party Trays and Platters / Seller Prepared / Only Cut and Packaged,PF160000,VERDADEIRO,VERDADEIRO
SE050100,Engineering services / Civil engineering,SE050000,FALSO,VERDADEIRO
SE050200,Engineering services / Electrical engineering,SE050000,FALSO,VERDADEIRO
SE050300,Engineering services / Mechanical engineering,SE050000,FALSO,VERDADEIRO
ST040100,Technical Support Services / Phone support services / Individual use,ST040000,FALSO,VERDADEIRO
ST050100,Automated Answering Services / Individual use,ST050000,FALSO,VERDADEIRO
SE050000,Engineering services,S0000000,FALSO,VERDADEIRO
SW050000,"Web design, maintenance or management services / Individual use",S0000000,FALSO,VERDADEIRO
SW090000,Word Processing / Individual use,S0000000,FALSO,VERDADEIRO
SC160900,Consulting / Systems / Business Use,SC160000,FALSO,VERDADEIRO
SD021100,Data Services / Storage and retrieval / Individual use,SD021000,FALSO,VERDADEIRO
SW050400,Website / Hosting / Individual use,SW050000,FALSO,VERDADEIRO
SW050500,Website / Information access / Individual use,SW050000,FALSO,VERDADEIRO
SI080000,IT Monitoring Services / Individual use,S0000000,FALSO,VERDADEIRO
PH404186,Medical supplies / Cold therapy packs / Reusable / Sold at retail,0810,VERDADEIRO,VERDADEIRO
SD036434,Online Dating Services,SD030000,FALSO,VERDADEIRO
PH404082,Catheter / Urinary / Disposable / Sold to Medical Facility,0780,VERDADEIRO,VERDADEIRO
FR059314,Freight Loading or Unloading / Charge by Seller / Mandatory,FR000000,FALSO,VERDADEIRO
SA035906,Advertising Media / Inserts Distributed via Shared Mail Package,SA030000,VERDADEIRO,VERDADEIRO
PH404970,"Belts, binders, and straps / Sold to medical facility",1000,VERDADEIRO,VERDADEIRO
SG016962,Recycling services,SG010000,FALSO,VERDADEIRO
PH403250,Deionized Water / Sold to Medical Facility,0400,VERDADEIRO,VERDADEIRO
PA300741,"Lubricants / Includes Grease, Motor Oil, Transmission Fluid, etc.",PA300000,VERDADEIRO,VERDADEIRO
PF051346,Food / Marshmallows,PF050500,VERDADEIRO,VERDADEIRO
PG050716,Prepaid Electronic Download Cards,PG050000,VERDADEIRO,VERDADEIRO
SC117314,Software Programming Services / Individual use,SC110000,FALSO,VERDADEIRO
SW057242,Web design services / Individual use,SW050000,FALSO,VERDADEIRO
PF050092,Food & Food Ingredients - Ready Meals (Basic Foodstuffs),PF050000,VERDADEIRO,VERDADEIRO
PF050093,Food & Food Ingredients - Ready Meals (Flour- or Egg-Based Bakery Items),PF050000,VERDADEIRO,VERDADEIRO
PF051818,Food / Items That Contain a Significant Amount of Alcohol / Not Candy,PF050000,VERDADEIRO,VERDADEIRO
SW053000,Cloud Services / Software as a Service (SaaS) / License Agreement / Individual use,SW050000,FALSO,VERDADEIRO
SW054000,Cloud Services / Software as a Service (SaaS) / Service Agreement / Individual use,SW050000,FALSO,VERDADEIRO
PS160801,Vapor E-cigarettes / Includes nicotine refill cartridge / Closed system,P0000000,VERDADEIRO,VERDADEIRO
SW054002,Cloud Services / Software as a Service (SaaS) / Service Agreement / Individual use / NOTE: Use of this code will return the rate for the Chicago Personal Property Lease Transaction Tax,SW054000,FALSO,VERDADEIRO
SW054100,Cloud Services / Software as a Service (SaaS) / Service Agreement / Database Products / Individual use,SW054000,FALSO,VERDADEIRO
SW054102,Cloud Services / Software as a Service (SaaS) / Service Agreement / Database Products / Individual use / NOTE: Use of this code will return the rate for the Chicago Personal Property Lease Transaction Tax,SW054100,FALSO,VERDADEIRO
SW053002,Cloud Services / Software as a Service (SaaS) / License Agreement / Individual use / NOTE: Use of this code will return the rate for the Chicago Personal Property Lease Transaction Tax,SW053000,FALSO,VERDADEIRO
SW055000,Cloud Services / Infrastructure as a Service (IaaS) / Individual use,SW050000,FALSO,VERDADEIRO
SW055001,Cloud Services / Infrastructure as a Service (IaaS) / Individual use / NOTE: Use of this code will return the rate for the Chicago Personal Property Lease Transaction Tax,SW055000,FALSO,VERDADEIRO
SW056000,Cloud Services / Platform as a Service (PaaS) / Individual use,SW050000,FALSO,VERDADEIRO
PH405099,Orthotic Supplies - sold at retail,1000,VERDADEIRO,VERDADEIRO
PH405057,Orthopedic supplies - sold at retail,1000,VERDADEIRO,VERDADEIRO
OF040005,Late payment / Penalty charge associated with recurring debt / extension of credit,O0000000,FALSO,VERDADEIRO
SW053003,Cloud Services / Software as a Service (SaaS) / License Agreement / Business use,SW050000,FALSO,VERDADEIRO
SW054003,Cloud Services / Software as a Service (SaaS) / Service Agreement / Business use,SW050000,FALSO,VERDADEIRO
SW054103,Cloud Services / Software as a Service (SaaS) / Service Agreement / Database Products / Business use,SW054003,FALSO,VERDADEIRO
SW055002,Cloud Services / Infrastructure as a Service (IaaS) / Business use,SW050000,FALSO,VERDADEIRO
SW055003,Cloud Services / Infrastructure as a Service (IaaS) / Business use / NOTE: Use of this code will return the rate for the Chicago Personal Property Lease Transaction Tax,SW055002,FALSO,VERDADEIRO
SW056002,Cloud Services / Platform as a Service (PaaS) / Business use,SW050000,FALSO,VERDADEIRO
SW056003,Cloud Services / Platform as a Service (PaaS) / Business use / NOTE: Use of this code will return the rate for the Chicago Personal Property Lease Transaction Tax,SW056002,FALSO,VERDADEIRO
SI080001,IT Monitoring Services / Business use,S0000000,FALSO,VERDADEIRO
ST050101,Automated Answering Services / Business use,ST050000,FALSO,VERDADEIRO
SW050403,Website / Hosting / Business use / NOTE: Use of this code will return the rate for the Chicago Personal Property Lease Transaction Tax,SW050000,FALSO,VERDADEIRO
SC117315,Software Programming Services / Business use,SC110000,FALSO,VERDADEIRO
SW050001,"Web design, maintenance or management services / Business use",S0000000,FALSO,VERDADEIRO
SW050402,Website / Hosting / Business use,SW050000,FALSO,VERDADEIRO
SW050501,Website / Information access / Business use,SW050000,FALSO,VERDADEIRO
SW057243,Web design services / Business use,SW050000,FALSO,VERDADEIRO
SC156211,Excavation & Grading Services / Residential Real Property / Capital Improvement,SC150000,FALSO,VERDADEIRO
SC156213,Excavation & Grading Services / Residential Real Property / No capital improvement,SC150000,FALSO,VERDADEIRO
SC156212,Excavation & Grading Services / Commercial Real Property / No Capital Improvement,SC150000,FALSO,VERDADEIRO
PF160062,Food / Sandwiches / Party Trays and Platters / Third-Party Prepared / Sold Cold / Prepackaged,PF160000,VERDADEIRO,VERDADEIRO
PF160066,Prepared Food / Sandwiches / Party Trays and Platters / Seller Prepared / Sold Cold / Packaged,PF160000,VERDADEIRO,VERDADEIRO
PF160063,Prepared Food / Bakery / Seller Prepared / Sold Cold / Serving Size 4-5 / Packaged,PF160000,VERDADEIRO,VERDADEIRO
PF160060,Food / Salads / Third-Party Prepared / Bulk / Serving Size =>4 / Prepackaged,PF160000,VERDADEIRO,VERDADEIRO
PF160064,Food / Deli Salads / Third-Party Prepared / Bulk / Serving Size =>4 / Prepackaged,PF160000,VERDADEIRO,VERDADEIRO
PF160065,Prepared Food / Party Trays and Platters / Seller Prepared / Sold Hot / Ingredients Combined and Packaged,PF160000,VERDADEIRO,VERDADEIRO
PS160811,Vapor E-cigarettes / Includes nicotine refill cartridge / Open system,P0000000,VERDADEIRO,VERDADEIRO
PR060350,Rental or Lease / Operating Lease / Scaffolding / Contractor Rental,,VERDADEIRO,VERDADEIRO
PA300802,Automotive / Electric Vehicle Charging Station / Business Purchaser,P0000000,VERDADEIRO,VERDADEIRO
SA090001,Automotive / Electric Vehicle Charging Service / Flat Fee,SA090000,FALSO,VERDADEIRO
SA090002,Automotive / Electric Vehicle Charging Service / Charge Per KiloWatt (kWh),P0000000,FALSO,VERDADEIRO
PA300742,Hydraulic Fluid / Includes Brake and Power Steering Fluids,PA300000,VERDADEIRO,VERDADEIRO
PA300743,Coolant / Antifreeze,PA300000,VERDADEIRO,VERDADEIRO
PH401026,Feminine hygiene products / Menstrual cups,PH401020,VERDADEIRO,VERDADEIRO
PH401027,Feminine hygiene products / Other,PH401020,VERDADEIRO,VERDADEIRO
PH401024,"Feminine hygiene products / Sanitary towels, pads, and napkins",PH401020,VERDADEIRO,VERDADEIRO
PH401025,Feminine hygiene products / Tampons,PH401020,VERDADEIRO,VERDADEIRO
OF060001,Credit card processing fees / Charged by seller,O0000000,FALSO,VERDADEIRO
PB100110,Childrens Books and Physical Media Containing Similar Content,P0000000,VERDADEIRO,VERDADEIRO
SA090700,Automotive / Repair,SA090000,FALSO,VERDADEIRO
SW052400,Telephone Support / Hosted software / Optional / Server not in the state / Individual use,SW052000,FALSO,VERDADEIRO
PH405090,Stabilizers / Sold to medical facility,1000,VERDADEIRO,VERDADEIRO
FR021004,Postage for Direct Mail,FR020700,FALSO,VERDADEIRO
PR100320,Rental and leasing / Passenger car rental / Optional fees,PR100300,VERDADEIRO,VERDADEIRO
PR100340,Rental and leasing / Passenger car rental / Accessory equipment,PR100300,VERDADEIRO,VERDADEIRO
PS160806,Vapor Vapeleaf,PS160800,VERDADEIRO,VERDADEIRO
PS160821,Vapor Pen / Closed / Contains nicotine,PS160800,VERDADEIRO,VERDADEIRO
PS160823,Vapor Pen / Refillable contains nicotine,PS160800,VERDADEIRO,VERDADEIRO
PS160825,Vapor Pen / CBD refill cartridge only / 5 mL or less,PS160800,VERDADEIRO,VERDADEIRO
PS160827,Vapor Pen /  Nicotine refill cartridge only / Greater than 5 mL,PS160800,VERDADEIRO,VERDADEIRO
PS160829,Vapor Pen / Does not contain Nicotine / Refill cartridge only / Greater than 5 mL,PS160800,VERDADEIRO,VERDADEIRO
PS160835,Vapor Liquids / Does not contain nicotine / 5 mL or less,PS160800,VERDADEIRO,VERDADEIRO
PS160837,Vapor Liquids / Contains nicotine / 5 mL or less,PS160800,VERDADEIRO,VERDADEIRO
PS160840,Vapor Devices and Kits / With vape liquid / Does not contain nicotine,PS160800,VERDADEIRO,VERDADEIRO
PC030610,Clothing and Related Products (Business to Business) / Infant and Toddler Clothing and Footwear / Ages 5 Years or Less,PC030000,VERDADEIRO,VERDADEIRO
